iter	RMSE
195	0.05478917501
196	0.05471035174
197	0.05465416626
198	0.05441477188
199	0.05414949855
200	0.05382300606
201	0.05366652553
202	0.05351419298
203	0.05343841742
204	0.05328970008
205	0.05311687502
206	0.05292394007
207	0.0526048847
208	0.05224119039
209	0.0521054858
210	0.05197242561
211	0.05181195772
212	0.051652109
213	0.0515729128
214	0.0513690447
215	0.05112259846
216	0.05094172976
217	0.05084861325
218	0.05066405244
219	0.05046052978
220	0.05037882407
221	0.05018157462
222	0.050060893
223	0.04976907885
224	0.04965212527
225	0.04950352712
226	0.0494583531
227	0.0493014944
228	0.04912962505
229	0.04887550502
230	0.04863042524
231	0.0485222619
232	0.04837456041
233	0.04830397185
234	0.04811518753
235	0.04792367695
236	0.04789790546
237	0.04765693621
238	0.04742103406
239	0.04723202522
240	0.04705217937
241	0.04703097678
242	0.04691936518
243	0.04678078445
244	0.04674940007
245	0.046637934
246	0.04645173159
247	0.04631777986
248	0.04629610179
249	0.0460822739
250	0.04597499118
251	0.04596032751
252	0.04573808618
253	0.04572057352
254	0.04549867273
255	0.0453543313
256	0.04512108366
257	0.04490109448
258	0.04469462736
259	0.04454695403
260	0.04441100567
261	0.04434658639
262	0.04424830807
263	0.04409312132
264	0.04394711259
265	0.04379462286
266	0.04355981908
267	0.04335422976
268	0.04317979364
269	0.04300860459
270	0.04298727762
271	0.04280845852
272	0.04272188967
273	0.04253470744
274	0.04235162938
275	0.04219796073
276	0.04209144185
277	0.04196462573
278	0.04179268611
279	0.04177393951
280	0.04161901992
281	0.04154214985
282	0.04136666369
283	0.04126675988
284	0.04107281536
285	0.04105709063
286	0.04087408658
287	0.04075875636
288	0.0405926765
289	0.04051916473
290	0.0403489577
291	0.04033334879
292	0.04025455154
293	0.04014400669
294	0.04013425622
295	0.03999745208
296	0.03997620711
297	0.03996667665
298	0.03986274056
299	0.03965383783
300	0.03948272931
301	0.03929446575
302	0.03922488212
303	0.03897025514
304	0.03896182412
305	0.03885156448
306	0.03871205539
307	0.03855790673
308	0.03849486432
309	0.03832517571
310	0.03822136727
311	0.03807218179
312	0.037919544
313	0.03779803062
314	0.03776414316
315	0.03762060396
316	0.03749226881
317	0.03739509711
318	0.03721446987
319	0.03718968347
320	0.03706219685
321	0.03688441826
322	0.03679786652
323	0.0366980523
324	0.03651467753
325	0.03638164582
326	0.03628168358
327	0.03614466736
328	0.03600630387
329	0.03589382386
330	0.03573053554
331	0.03563577471
332	0.03553138983
333	0.03544110112
334	0.03542683419
335	0.03527810834
336	0.03515949453
337	0.03503407956
338	0.03488090068
339	0.03472286276
340	0.03465310871
341	0.03452440872
342	0.03451207835
343	0.03440196214
344	0.03432341244
345	0.03415179356
346	0.03398138812
347	0.03387171504
348	0.03380933507
349	0.03375379356
350	0.03364460731
351	0.03349901274
352	0.03337148786
353	0.03329573074
354	0.03317795656
355	0.03308086693
356	0.0329613813
357	0.03277509677
358	0.03267043392
359	0.03253817088
360	0.03244215372
361	0.03237588134
362	0.03227675414
363	0.03226940236
364	0.03220887281
365	0.03208928584
366	0.0319433255
367	0.03189692
368	0.03186009427
369	0.03179646664
370	0.03179167745
371	0.03167411744
372	0.03152391191
373	0.0314387039
374	0.03133267004
375	0.03114628599
376	0.03100719391
377	0.03095430117
378	0.03089596
379	0.03073273865
380	0.03072296796
381	0.03064276726
382	0.03059155903
383	0.03050992424
384	0.03048167447
385	0.03037258901
386	0.0302554316
387	0.03019154204
388	0.03011395268
389	0.03003270752
390	0.02993415419
391	0.0297359231
392	0.0296433534
393	0.02956407539
394	0.02949106812
395	0.02940893287
396	0.02935884965
397	0.02920394153
398	0.02910266791
399	0.02909192522
400	0.02908704143
401	0.02899023337
402	0.02890219503
403	0.0288473298
404	0.02872132053
405	0.02865561192
406	0.02857019533
407	0.02855948527
408	0.02855418379
409	0.02849652258
410	0.02846869302
411	0.02843534556
412	0.02835316789
413	0.02828687351
414	0.02822800351
415	0.02817575788
416	0.02806203807
417	0.02797813197
418	0.02795210856
419	0.02786794228
420	0.02786366929
421	0.02781527949
422	0.02780388161
423	0.02771443665
424	0.0276426228
425	0.02759064196
426	0.0274780634
427	0.02743898063
428	0.02738669224
429	0.02732172019
430	0.02725145904
431	0.02716195253
432	0.02706752299
433	0.02703300419
434	0.0269849753
435	0.026948655
436	0.02689364682
437	0.02679357589
438	0.02671418539
439	0.02658283445
440	0.02648362666
441	0.02645091622
442	0.02642425821
443	0.02631170848
444	0.02619696619
445	0.02612084101
446	0.02598941346
447	0.02583516474
448	0.02575989159
449	0.02571338535
450	0.02564280895
451	0.02556103566
452	0.02549838302
453	0.02545418081
454	0.02538361922
455	0.02533385569
456	0.02524446964
457	0.0251879063
458	0.02510524697
459	0.02508583459
460	0.02500051891
461	0.02490512556
462	0.0248618404
463	0.02483412585
464	0.02479001463
465	0.02470501015
466	0.02461791603
467	0.02450487399
468	0.02438787637
469	0.02432657306
470	0.02425741524
471	0.02418026793
472	0.02410167615
473	0.02405269985
474	0.02401424253
475	0.02390180995
476	0.02381024303
477	0.02373587069
478	0.02364279505
479	0.02359633695
480	0.02349339562
481	0.02342038754
482	0.02330695373
483	0.0231770177
484	0.02315559343
485	0.02306874107
486	0.02301258727
487	0.02299562026
488	0.02298128692
489	0.02289865547
490	0.02284516451
491	0.02280097939
492	0.02274049229
493	0.02264842353
494	0.02259444826
495	0.02252735545
496	0.02249903417
497	0.0223815261
498	0.02233925042
499	0.02225553218
